ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11057,CLT
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,11697,FLL
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13204,MCO
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13360,MLB
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13577,MYR
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,13930,ORD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14082,PGD
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14112,PIE
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14761,SFB
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10135,ABE,14986,SRQ
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10136,ABI,11298,DFW
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10800,BUR
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,10821,BWI
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11259,DAL
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
